lostid,PartnerID,PC,PCName,Found_Date,Lost_Date,Found_Color,Lost_Color,Found_CaseColor,Lost_CaseColor,Found_Brand,Lost_Brand,Found_Material,Lost_Material,Found_CustomAttr,Lost_CustomAttr,Found_DDLocation,Lost_DDLocation,Found_Room_flight,Lost_Room_flight,Found_SerialNumber,Lost_SerialNumber,Found_Cash,Lost_Cash
22980962,17471,184,"Android, Blackberry, Windows, Other",05/14/2022,05/14/2022,2,2,3,3,833,0,0,0,21122,21122,0,0,,,351766111175650,,0,0
23234527,13337,74,Cane or Walking stick,05/30/2022,06/02/2022,8,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23346122,17510,146,Prescription glasses,06/08/2022,06/10/2022,9,20,9,0,0,0,0,0,0,0,0,0,,,,,0,0
23530840,7085,143,Sunglasses,06/22/2022,06/22/2022,4,17,0,0,1004,0,0,0,0,0,0,0,,,,,0,0
23632341,13812,297,Stuffed Toy,06/25/2022,06/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22756173,16130,66,Credit or Debit card,04/27/2022,04/27/2022,9,0,0,0,1658,97,39,0,8554,8554,0,0,,,,,0,0
23243696,16387,177,Keys,05/24/2022,05/25/2022,0,0,0,0,0,0,0,0,11364,11364,0,810,27,,,,0,0
21723154,16130,66,Credit or Debit card,02/04/2022,02/04/2022,0,0,0,0,696,97,0,0,8555,8555,0,0,,,,,0,0
23236452,16130,318,ID Card - Military,06/02/2022,06/02/2022,0,0,0,0,0,0,0,0,8555,8555,1581,1581,,,,,0,0
22253344,16790,67,Wallet,03/15/2022,03/20/2022,2,2,0,0,705,705,40,39,14467,14467,0,0,,,,,0,0
22617694,17839,250,Cosmetics or Makeup,04/16/2022,04/17/2022,0,0,0,0,0,0,0,0,28488,28488,0,0,,,,,0,0
22598465,11422,1,Shirt,04/15/2022,04/15/2022,4,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22834749,16650,460,ID Card - Student,04/28/2022,04/29/2022,0,0,0,0,0,0,0,0,25246,25246,0,0,B8,,,,1.71,0
21485414,6392,71,Breathing device or CPAP,01/09/2022,01/09/2022,0,0,3,3,0,0,0,0,1525,1525,0,0,3141,AA3141,,,0,0
23479636,18439,2,Pants,06/19/2022,06/19/2022,4,2,0,0,0,0,0,8,33459,33459,0,0,,2304,,,0,0
21754108,2474,135,Backpack,02/06/2022,02/07/2022,9,9,0,0,0,0,0,0,947,947,0,0,ua1282,,,,0,0
22522364,16511,179,Pillows,04/09/2022,04/09/2022,11,11,0,0,0,0,0,0,13048,13048,0,0,,,,,0,0
22840023,4010,113,Electric toothbrush,05/03/2022,05/03/2022,0,1,0,0,0,725,0,0,0,0,0,0,16th floor Room 123,16123,,,0,0
21853258,16196,211,Kindle or eReader Device,02/06/2022,02/10/2022,2,2,2,2,0,0,0,0,8867,8867,1273,1273,01/26/2022,V563,,,0,0
20630961,2474,211,Kindle or eReader Device,10/22/2021,10/22/2021,4,2,4,10,0,0,0,0,168,948,1273,0,3523,3523,,,0,0
23236073,11422,5,Coat - Jacket,06/02/2022,06/02/2022,0,16,0,0,0,0,0,8,0,0,0,0,,,,,0,0
22099703,16650,67,Wallet,03/08/2022,02/24/2022,0,14,0,0,0,1606,0,39,22177,25247,0,0,Bus s76,,,,25.6,0
22386694,16130,65,Drivers License,03/30/2022,03/30/2022,0,0,0,0,696,0,0,0,8552,8552,0,130,,,,,0,0
23037340,16650,55,Book,05/09/2022,05/11/2022,0,0,0,0,0,0,0,0,22177,25254,0,0,B48,,,,0,0
22390549,16650,149,Pocketbook/Purse,02/18/2022,02/19/2022,2,2,0,0,0,1743,58,58,25280,25280,0,0,,,,,0,0
22409806,13706,58,Notebook,04/01/2022,04/01/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22908649,14677,421,Roller Bag,05/06/2022,05/06/2022,6,11,0,0,0,0,0,18,6901,6901,0,0,05/06/2022,,,,0,0
22912871,16130,366,Water bottle,05/09/2022,05/09/2022,0,4,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
21830726,16130,231,iPhone,02/14/2022,02/14/2022,6,6,17,17,0,0,0,0,8551,8551,1788,1788,,,,,0,0
21598579,16130,231,iPhone,01/22/2022,01/22/2022,16,16,5,6,833,0,0,0,8551,8551,0,0,,,359010330812898,,0,0
23346832,11422,66,Credit or Debit card,06/09/2022,06/10/2022,13,0,0,0,2920,97,0,0,0,0,0,0,,,,,0,0
22063899,15723,217,Not Listed,03/06/2022,03/06/2022,0,0,0,0,0,0,0,0,13924,13924,0,0,,,,,0,0
22281910,16130,245,Clothing - Other,03/22/2022,03/22/2022,4,0,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
23026475,17017,140,Fanny pack,05/17/2022,05/18/2022,2,2,0,0,0,0,0,0,19072,19072,0,0,,,,,0,0
22580069,2474,308,Shopping bag,04/12/2022,04/14/2022,0,0,0,0,0,0,0,0,168,951,0,0,26,,,,0,0
22647339,17082,194,Earbuds,04/12/2022,04/19/2022,3,3,22,0,833,0,0,0,17364,17364,0,0,,,,,0,0
22554702,2198,149,Pocketbook/Purse,04/09/2022,04/11/2022,0,9,0,0,0,0,0,58,0,0,104,0,,,,,0,0
23552742,16650,461,Benefit or Insurance Card,06/19/2022,06/19/2022,0,0,0,0,0,0,0,0,25240,25240,0,0,4885,,,,0,0
22679575,13507,345,Toiletry bag,04/21/2022,04/21/2022,4,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22633236,16130,425,Disney MagicBands,04/16/2022,04/18/2022,1,11,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22056695,2474,211,Kindle or eReader Device,03/02/2022,03/03/2022,0,2,0,9,0,0,0,0,947,947,1274,0,UA41,,G000WM0615040UFA,,0,0
22207468,16909,231,iPhone,03/13/2022,03/17/2022,4,4,17,17,0,0,0,0,16146,16146,3042,3045,,,,,0,0
23409858,5894,206,Money,06/13/2022,06/14/2022,9,0,0,0,0,0,0,0,1245,1245,0,0,3219,,,,0,3632
23390405,16910,33,Sneakers,06/12/2022,06/12/2022,2,2,0,0,653,653,0,0,16434,16434,0,0,,,,,0,0
22882637,16885,376,Nintendo,05/06/2022,05/06/2022,0,3,0,0,882,0,0,0,15581,15581,0,0,280,280,,,0,0
21800729,16130,66,Credit or Debit card,02/12/2022,02/12/2022,0,0,0,0,98,95,0,0,8551,8551,0,0,,,,,0,0
22933920,16788,135,Backpack,05/11/2022,05/11/2022,2,5,0,0,984,0,0,0,14443,14443,0,0,,,,,0,0
22671666,16650,248,ID Card - State Issued,04/15/2022,04/15/2022,0,0,0,0,0,0,0,0,22177,25236,0,0,,,,,0,0
23103150,16130,66,Credit or Debit card,05/23/2022,05/23/2022,3,0,0,0,997,696,43,0,8551,8551,0,0,,,,,0,0
23537822,6392,65,Drivers License,06/18/2022,06/23/2022,0,0,0,0,0,0,0,0,1377,1377,144,144,752 ,,,,0,0
23063504,15114,66,Credit or Debit card,05/14/2022,05/14/2022,11,0,0,0,0,98,60,0,8965,8965,0,0,5/8/2022,hz20220508006,,,0,0
22832437,16650,451,MTA Metrocard,04/26/2022,04/26/2022,0,0,0,0,0,0,0,0,22177,25237,0,0,M100,,,,0,0
22728149,16650,272,Pouch,04/05/2022,04/05/2022,0,9,0,0,694,0,0,0,22177,25250,0,0,,,,,0,0
21585052,17585,265,Medical - Other,01/21/2022,01/21/2022,8,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21956618,2168,193,Headphones,02/25/2022,02/25/2022,2,0,0,0,868,0,0,0,13294,13294,0,0,,,,,0,0
22473045,16650,310,ID Card -  Permanent Resident,03/16/2022,03/15/2022,4,0,0,0,0,0,64,0,22177,25250,0,0,4,,,,0,0
21498018,16130,47,Cap,01/11/2022,01/11/2022,2,2,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
22090689,7322,218,iPad,03/06/2022,03/07/2022,2,3,4,4,0,0,0,0,13744,13744,1248,0,1279,1279,,,0,0
23527807,11422,206,Money,06/22/2022,06/22/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3000,1062
22254016,16130,181,Charger,03/20/2022,03/20/2022,11,2,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
21633027,16650,346,ID Card - Membership or Nametag or Other ,01/24/2022,01/24/2022,5,0,0,0,0,0,39,0,22177,25246,0,0,B37,,,,0,0
22770133,11422,58,Notebook,04/28/2022,04/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22009717,16130,425,Disney MagicBands,03/01/2022,03/01/2022,13,13,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22551665,16130,65,Drivers License,04/11/2022,04/12/2022,2,0,2,0,1758,0,0,0,8554,8554,0,138,,,,,0,0
21943551,17017,66,Credit or Debit card,02/23/2022,02/24/2022,0,0,0,0,98,98,0,0,19057,19057,0,0,,,,,0,0
22435128,11422,181,Charger,04/05/2022,04/03/2022,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22266702,3216,231,iPhone,03/19/2022,03/21/2022,2,2,0,0,0,0,0,0,0,0,1788,0,,,FD3ZC6PPJCLY,,0,0
22072530,13468,1,Shirt,03/06/2022,03/06/2022,0,2,0,0,0,0,0,3,10614,10614,0,0,,,,,0,0
21940234,16650,67,Wallet,02/09/2022,02/09/2022,0,0,0,0,0,0,0,0,22177,25247,0,0,,,,,3.02,0
21761092,16650,250,Cosmetics or Makeup,01/31/2022,01/31/2022,0,0,0,0,0,0,0,0,25236,25236,0,0,m4,,,,0,0
22521915,2474,68,Passport,04/08/2022,04/10/2022,0,0,0,0,0,0,0,0,168,951,314,314,ua740,,,,0,0
23523753,16650,65,Drivers License,06/17/2022,06/18/2022,10,0,0,0,0,0,39,0,25273,25273,0,132,Q23,,,,0,0
21443211,16885,67,Wallet,01/04/2022,01/06/2022,9,9,0,0,997,0,39,39,15581,15581,0,0,1563,,,,0,0
22372627,11422,181,Charger,03/28/2022,03/29/2022,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22702208,16494,181,Charger,04/22/2022,04/22/2022,0,0,0,0,0,0,49,0,12471,12471,0,0,,,,,0,0
21522403,16130,65,Drivers License,01/14/2022,01/14/2022,22,0,0,0,1667,0,44,0,8551,8551,0,139,,,,,0,0
21507448,16130,422,Airpods/Case,01/12/2022,01/13/2022,0,1,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
22012013,16130,425,Disney MagicBands,03/01/2022,03/01/2022,8,8,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
21559485,16650,346,ID Card - Membership or Nametag or Other ,01/10/2022,01/10/2022,0,0,0,0,0,0,0,0,22177,25235,0,0,,,,,0,0
22718466,7361,182,Tablet,04/24/2022,04/24/2022,2,0,2,0,0,0,0,0,0,0,1248,0,,,,,0,0
23037717,16650,461,Benefit or Insurance Card,05/23/2022,05/14/2022,0,0,0,0,0,0,0,0,22177,25243,0,0,B42 ,,,,0,0
21412896,16910,422,Airpods/Case,01/01/2022,01/01/2022,1,1,0,0,0,0,0,0,16173,16173,0,0,,,,,0,0
21918929,16788,218,iPad,02/22/2022,02/22/2022,2,3,2,3,0,0,0,0,14442,14442,1249,0,,,,F8QGC065NR71,0,0
22099703,16650,206,Money,03/08/2022,02/24/2022,0,0,0,0,0,0,0,0,22177,25247,0,0,Bus s76,,,,25.6,25.6
22109142,16130,65,Drivers License,03/08/2022,03/09/2022,0,0,0,0,0,0,0,0,8551,8551,0,133,,,,,0,0
23022043,16130,47,Cap,05/16/2022,05/17/2022,3,3,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22237718,17254,129,Suitcase,03/17/2022,03/19/2022,8,9,0,0,0,0,62,19,18935,18935,0,0,,,,,0,0
23114515,16130,66,Credit or Debit card,05/24/2022,05/24/2022,2,0,0,0,997,97,39,0,8552,8552,0,0,,,,,0,0
23145789,16130,231,iPhone,05/14/2022,05/27/2022,3,2,17,0,0,0,0,0,8551,8551,3039,3009,,,,,0,0
23290589,15746,66,Credit or Debit card,06/06/2022,06/06/2022,0,0,0,0,996,98,0,0,15742,15742,0,0,,,,,0,0
21628375,2185,85,Drinking cup,01/25/2022,01/25/2022,6,6,0,0,0,0,0,0,11612,11612,0,0,27175,27175,,,0,0
23351189,5894,337,Coins,06/10/2022,06/10/2022,1,0,0,0,0,0,0,0,1243,1243,0,0,2607,W 2607,,,0,0
21129558,16130,231,iPhone,12/09/2021,12/09/2021,2,2,4,4,0,0,0,0,8554,8554,2119,0,,,,,0,0
23364182,16130,231,iPhone,06/11/2022,06/11/2022,0,2,0,2,0,0,0,0,8555,8555,0,3040,,,,,0,0
22919566,16130,460,ID Card - Student,05/09/2022,05/09/2022,22,0,0,0,1693,0,40,0,8552,8552,0,0,,,,,0,0
21827566,15942,11,Sleepwear,02/14/2022,02/14/2022,4,2,0,0,982,0,0,0,0,0,0,0,,,,,0,0
22127173,16387,48,Hat,03/11/2022,03/11/2022,2,2,0,0,0,0,0,0,11341,11341,0,0,5518,5518,,,0,0
22807420,16684,184,"Android, Blackberry, Windows, Other",05/01/2022,05/01/2022,2,2,2,2,833,0,0,0,14277,14277,0,0,,,,,0,0
23095104,16650,283,Bibles - Religious Books,05/17/2022,05/17/2022,0,0,0,0,0,0,0,0,22177,25246,0,0,B69 stop # 305632,,,,0,0
22264023,2474,218,iPad,03/19/2022,03/21/2022,3,3,0,0,0,0,0,0,950,950,1251,1248,5646,5646 psp to iah 19 mar,DMPYDH3BLMPL,DMPY60DXLMPL,0,0
23462364,16910,184,"Android, Blackberry, Windows, Other",06/18/2022,06/18/2022,14,3,4,4,833,0,0,0,16173,16173,0,0,,,,,0,0
23435094,16650,206,Money,06/11/2022,06/11/2022,0,0,0,0,0,0,0,0,25255,25255,132,0,M1,,,,0,30
22674484,18057,66,Credit or Debit card,04/21/2022,04/21/2022,3,0,2,0,0,98,0,0,28039,28039,1250,0,,,,,0,0
22908942,3597,176,Watch,05/08/2022,05/09/2022,0,0,0,0,0,808,10,31,0,0,0,0,,,,,0,0
22835791,16130,460,ID Card - Student,05/03/2022,05/03/2022,2,0,0,0,0,0,39,0,8555,8555,0,0,,,,,0,0
21541113,13523,119,Hair dryer,01/16/2022,01/16/2022,0,16,0,0,1010,0,0,0,0,0,0,0,,,,,0,0
23095965,17791,67,Wallet,05/26/2022,05/22/2022,9,4,0,0,0,1658,17,39,25906,25906,0,0,21034,21034,,,0,0
22418938,16510,124,Lotion,04/01/2022,04/02/2022,1,0,0,0,0,0,0,0,19881,19881,0,0,,,,,0,0
22767310,16130,425,Disney MagicBands,04/28/2022,04/28/2022,1,12,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
22249987,17643,5,Coat - Jacket,03/20/2022,03/20/2022,2,2,0,0,0,0,45,45,25410,25410,0,0,,,,,0,0
23017829,4010,199,Speakers,05/16/2022,05/17/2022,0,0,0,0,1026,0,0,0,0,0,0,0,Bose speaker,11913,,,0,0
21484309,14677,218,iPad,01/10/2022,01/10/2022,2,2,4,4,0,0,0,0,6898,6898,1249,1249,01/06/2012,VOY 173 1/07/22,,,0,0
22177620,16130,423,Disney Minnie/Mickey Ears,02/08/2022,03/14/2022,1,11,0,0,0,0,0,0,8556,8556,0,0,,,,,0,0
23388476,16387,67,Wallet,06/10/2022,06/13/2022,8,8,0,0,997,997,39,39,11333,11333,0,0,80,80,,,0,0
21711079,16650,473,Jewelry - Other,01/02/2022,01/06/2022,8,0,0,0,0,0,0,0,22177,25303,0,0,NA,,,,0,0
21854559,14678,129,Suitcase,02/07/2022,02/17/2022,5,5,0,0,0,0,19,18,7148,7148,0,0,02/07/2022,02-07-22,,,0,0
22445515,14722,67,Wallet,04/03/2022,04/04/2022,2,2,0,0,1667,0,39,39,7086,7086,0,0,129,129,,,0,0
21780906,16502,5,Coat - Jacket,02/09/2022,02/09/2022,0,2,0,0,0,0,0,0,12532,12532,0,0,,,,,0,0
23532279,16942,6,Dress -  Skirt,06/19/2022,06/22/2022,2,2,0,0,0,0,45,45,16333,16333,0,0,,,,,0,0
22501055,16130,66,Credit or Debit card,04/08/2022,04/08/2022,2,0,0,0,1676,96,44,0,8551,8551,0,0,,,,,0,0
22176471,16650,65,Drivers License,03/04/2022,03/11/2022,4,0,0,0,0,0,0,0,22177,25235,0,132,M8,,,,0,0
22088080,4733,183,Laptop,03/07/2022,03/08/2022,3,3,2,2,823,823,0,0,0,0,0,0,,,,,0,0
22830441,7085,397,Jeans,05/02/2022,05/02/2022,6,4,0,0,2382,0,7,0,0,0,0,0,,,,,0,0
22001666,16885,8,Suit,02/28/2022,02/28/2022,8,8,0,0,980,0,3,3,15570,15570,0,0,2061,2061,,,0,0
22834391,2474,231,iPhone,05/02/2022,05/03/2022,4,16,11,17,0,0,0,0,949,949,3025,0,141,,,,0,0
21732167,17316,494,Pill Case,02/05/2022,02/05/2022,1,0,0,0,0,0,0,0,20195,20195,0,0,,,,,0,0
23244408,16650,206,Money,05/28/2022,05/28/2022,0,0,0,0,0,0,0,0,25254,25254,0,0,,,,,1.71,1.71
22100980,16650,67,Wallet,03/02/2022,03/02/2022,0,9,0,0,0,997,0,39,22177,25239,0,0,,,,,0,0
22666452,15995,212,Toy,04/20/2022,04/20/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21801463,16247,231,iPhone,02/12/2022,02/12/2022,3,2,2,2,0,0,0,0,9750,9750,2065,0,,,,,0,0
22581695,2185,65,Drivers License,04/14/2022,04/14/2022,3,0,0,0,0,0,39,0,11612,11612,0,104,169,3169,,,0,0
22084316,2474,67,Wallet,03/06/2022,03/07/2022,2,2,0,0,0,0,39,0,947,947,0,0,504,,,,0,0
23172431,2474,211,Kindle or eReader Device,05/28/2022,05/29/2022,2,2,16,16,0,0,0,0,951,951,1275,1275,1914,,NA,,0,0
22529979,18374,15,Swimwear,04/10/2022,04/10/2022,0,2,0,0,0,0,0,0,32175,32175,0,0,,,,,0,0
21627109,16650,206,Money,01/10/2022,01/10/2022,0,0,0,0,0,0,0,0,22177,25248,0,0,BX12 SBS,,,,0,1.5
22180555,17800,231,iPhone,03/16/2022,03/14/2022,1,0,2,0,0,0,0,0,25931,25931,1262,0,,,,,0,0
21813886,6392,193,Headphones,02/10/2022,02/10/2022,1,1,0,0,1283,1283,0,0,1525,1525,0,0,1865,AA1929,,,0,0
22006094,14722,184,"Android, Blackberry, Windows, Other",02/06/2022,02/06/2022,2,2,2,0,1513,1513,0,0,6934,6998,0,0,,1650,,,0,0
23241231,3216,179,Pillows,06/02/2022,06/02/2022,0,16,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22322303,16130,66,Credit or Debit card,03/25/2022,03/26/2022,0,0,0,0,98,98,0,0,8551,8551,0,0,,,,,0,0
22331495,6392,218,iPad,03/26/2022,03/26/2022,3,2,17,10,1013,0,0,0,1288,1288,0,1248,1502,1502,DMPFP29HQ19C,DMPFP29HQ19C,0,0
22959653,12911,358,Assorted Items,04/30/2022,04/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22780110,2474,218,iPad,04/28/2022,04/29/2022,2,10,0,2,0,0,0,0,168,168,0,0,2039,,,dmprl6kygxq4,0,0
22743604,16650,66,Credit or Debit card,04/18/2022,04/21/2022,0,0,0,0,0,97,0,0,22177,25246,0,0,,,,,59.25,0
22071951,16130,66,Credit or Debit card,03/06/2022,03/06/2022,0,0,0,0,98,98,0,0,8551,8551,0,0,,,,,0,0
23093188,16556,231,iPhone,05/22/2022,05/23/2022,9,2,0,4,0,0,39,0,12567,12567,0,2063,,,,,0,0
22604054,3339,67,Wallet,04/15/2022,04/15/2022,2,2,0,0,0,0,39,39,0,0,0,0,,,,,0,0
22522094,14677,149,Pocketbook/Purse,04/10/2022,04/10/2022,9,9,0,0,1736,1736,58,58,6895,6895,0,0,04/03/2022,VOY 031,,,0,0
22618461,16685,184,"Android, Blackberry, Windows, Other",04/16/2022,04/17/2022,2,2,4,0,10,10,0,0,13967,13967,0,0,,,,355569090978946,0,0
21780083,16650,66,Credit or Debit card,01/25/2022,01/25/2022,0,0,0,0,695,695,0,0,22177,25253,0,0,,,,,0,0
23114515,16130,66,Credit or Debit card,05/24/2022,05/24/2022,0,0,0,0,97,0,0,0,8552,8552,0,0,,,,,0,0
21359559,16650,206,Money,11/24/2021,12/11/2021,0,0,0,0,0,0,0,0,22177,25280,0,0,,,,,0,99
21465881,16130,66,Credit or Debit card,01/02/2022,01/08/2022,2,0,0,0,997,97,41,0,8554,8554,0,0,,,,,0,0
23052967,16650,66,Credit or Debit card,05/16/2022,05/16/2022,0,0,0,0,0,3016,0,0,22177,25236,0,0,,,,,0,0
23552742,16650,146,Prescription glasses,06/19/2022,06/19/2022,0,2,0,4,0,0,0,0,25240,25240,0,0,4885,,,,0,0
21839496,16130,231,iPhone,02/15/2022,02/15/2022,2,2,2,2,0,0,0,0,8554,8554,2119,2119,,,,,0,0
22384591,16909,527,Vaccine Card,03/30/2022,03/30/2022,0,0,0,0,0,0,0,0,16146,16146,0,0,,,,,0,0
22937453,2474,218,iPad,05/09/2022,05/11/2022,2,3,4,4,0,0,0,0,168,949,1249,0,3345,,,nc7x9mdyjt,0,0
22429194,16130,425,Disney MagicBands,04/02/2022,04/03/2022,4,12,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22945303,16650,67,Wallet,05/04/2022,05/04/2022,2,2,0,0,0,704,0,39,25279,25279,0,0,,,,,0,0
22498136,11422,217,Not Listed,04/07/2022,04/08/2022,6,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22459906,16650,248,ID Card - State Issued,03/31/2021,03/30/2022,0,0,0,0,0,0,0,0,22177,25241,0,0,,,,,0,0
23219991,2474,218,iPad,05/31/2022,06/01/2022,3,3,1,1,1013,0,0,0,949,949,0,0,2364,,,qq4c6gk2ty,0,0
22124026,15745,147,Swim Goggles,03/16/2022,03/11/2022,2,17,0,0,0,0,18,0,15839,15868,0,0,,,,,0,0
23184020,18439,358,Assorted Items,05/30/2022,05/30/2022,2,0,0,0,981,0,45,0,33491,33491,0,0,265,,,,0,0
21666217,2198,207,Giftcard,01/28/2022,01/29/2022,8,0,0,0,1668,0,39,0,0,0,0,0,,,,,0,0
22627968,12803,212,Toy,04/16/2022,04/17/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21568979,16650,66,Credit or Debit card,12/30/2021,12/31/2021,16,0,0,0,1658,696,39,0,22177,25250,0,0,J Train Canal Street,,,,0,0
22423991,16734,66,Credit or Debit card,04/02/2022,04/02/2022,11,0,0,0,0,0,39,0,14722,14722,0,0,,,,,0,0
23151606,16130,135,Backpack,05/27/2022,05/27/2022,2,2,0,0,0,0,0,0,8570,8570,0,0,,,,,0,0
22332859,3306,231,iPhone,03/12/2022,03/26/2022,4,4,17,0,0,0,0,0,0,0,3042,3042,,,,,0,0
22012591,7085,2,Pants,03/01/2022,03/01/2022,4,0,0,0,2492,0,21,0,0,0,0,0,,,,,0,0
23345124,17510,67,Wallet,06/08/2022,06/10/2022,9,9,0,0,997,0,39,0,0,0,0,0,,,,,0,0
22989710,14677,135,Backpack,05/14/2022,05/15/2022,2,2,0,0,0,0,0,0,8667,8667,0,0,05/07/2022,05-07-22,,,0,0
21777208,6392,182,Tablet,02/09/2022,02/09/2022,1,3,2,3,0,81,0,0,1291,1291,1251,0,2249,,,,0,0
22538347,6392,247,MacBook,04/09/2022,04/11/2022,0,3,3,0,827,0,0,0,5197,5197,0,0,AA77,,AP3YO,,0,0
21900767,7574,66,Credit or Debit card,02/20/2022,02/20/2022,0,0,0,0,0,996,0,0,0,0,104,0,,,,,0,0
22671188,16556,66,Credit or Debit card,04/20/2022,04/20/2022,10,0,0,0,2473,3016,39,0,12567,12567,0,0,,,,,0,0
22924588,17441,366,Water bottle,05/06/2022,05/10/2022,4,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23236073,11422,100,Earrings or Piercings,06/02/2022,06/02/2022,0,0,0,0,0,0,0,10,0,0,0,0,,,,,0,0
23151547,15689,297,Stuffed Toy,05/27/2022,05/27/2022,4,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22402452,16130,232,Storage Container | Tote,03/31/2022,04/01/2022,0,0,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22758303,16344,66,Credit or Debit card,04/27/2022,04/27/2022,0,0,0,0,3016,3016,0,0,0,0,0,0,,,,,0,0
22045619,16130,231,iPhone,03/04/2022,03/04/2022,4,4,2,2,0,0,0,0,8551,8551,3026,3045,,,,,0,0
22991438,16494,67,Wallet,05/15/2022,05/15/2022,4,4,0,0,1651,0,39,39,12471,12471,0,0,,,,,0,0
21511741,2474,218,iPad,12/29/2021,01/13/2022,3,3,2,2,0,0,0,0,168,947,1248,0,ua22,,,W12PXQQDKL,0,0
22803722,16885,194,Earbuds,04/30/2022,04/30/2022,1,1,0,0,0,1778,0,0,15581,15581,0,0,2288,2288,,,0,0
23398900,5894,1,Shirt,06/14/2022,06/13/2022,0,0,0,0,0,0,0,0,1244,1244,0,0,3437,W 3437,,,0,0
22212011,7322,352,Stylus Pen,03/14/2022,03/18/2022,1,0,0,0,879,0,0,0,1902,1902,0,0,2737,2737,,,0,0
22214887,4010,422,Airpods/Case,03/18/2022,03/18/2022,1,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
23080758,17791,67,Wallet,05/21/2022,05/22/2022,0,3,0,0,0,0,9,39,25906,25906,0,0,17043,17043,,,0,0
22415277,18153,72,Medical Prescriptions,04/01/2022,04/02/2022,0,0,0,0,713,0,0,0,28751,28751,0,0,,,,,0,0
21691707,7085,65,Drivers License,02/02/2022,02/01/2022,2,0,0,0,0,0,57,0,0,0,0,126,,,,,0,0
23029164,2198,422,Airpods/Case,05/17/2022,05/18/2022,2,11,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22102541,16650,422,Airpods/Case,03/02/2022,03/02/2022,1,1,0,0,0,0,0,0,22177,25235,0,0,M 57,,,,0,0
22677116,11894,246,Sweater,04/21/2022,04/21/2022,1,1,0,0,0,0,68,0,0,0,0,0,,,,,0,0
23283334,16130,527,Vaccine Card,06/05/2022,06/05/2022,2,0,0,0,997,0,39,0,8552,8552,0,0,,,,,0,0
23071947,16507,401,Neck Pillow,05/18/2022,05/18/2022,0,3,0,0,0,0,0,0,0,0,0,0,,,,,0,
23302258,16650,248,ID Card - State Issued,06/02/2022,06/02/2022,0,0,0,0,696,0,0,0,22177,25246,0,0,,,,,0,0
21003729,2474,67,Wallet,11/27/2021,11/28/2021,0,2,0,0,0,0,0,39,168,168,144,0,1033,,,,0,0
21831751,16130,66,Credit or Debit card,02/14/2022,02/15/2022,0,0,0,0,97,97,0,0,8552,8552,0,0,,,,,0,0
21701763,16650,462,Check or Money Order,12/06/2021,01/27/2022,0,0,0,0,0,0,0,0,22177,25244,0,0,Qm4,,,,0,0
21854118,12899,386,Electronics - Other,02/16/2022,02/17/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22007523,2474,194,Earbuds,02/27/2022,02/27/2021,8,3,0,0,0,1597,0,0,700,700,0,0,4734,4734,,,0,0
23585448,17510,65,Drivers License,06/25/2022,06/26/2022,9,0,0,0,0,0,39,0,0,0,0,144,,,,,0,0
22626141,5894,114,Electric Shaver or Clippers,04/17/2022,04/17/2022,0,0,3,0,0,0,0,0,1246,1246,0,0,,,,,0,0
22392011,16650,68,Passport,03/25/2022,03/30/2022,0,0,0,0,0,0,0,0,22177,25245,0,278,,,,31339326,0,0
21527640,11422,231,iPhone,01/15/2022,01/15/2022,2,2,2,2,0,0,0,0,0,0,0,3009,,,,,0,0
